,Max velocity (m/s),Mean velocity (m/s),Velocity Std Dev (m/s),Total Distance (m),Mean Acceleration (m/s^2),Max Acceleration (m/s^2),Acceleration Std Dev (m/s^2),Time Spent Accelerating (s),Time Spent Decelerating (s),Max Deceleration (m/s^2),Mean Deceleration (m/s^2),Number of velocity Peaks,Average velocity During Peaks (m/s),Time Spent Constant Velocity(s),Time_to_max_velocity (s),Time_to_mean_velocity (s),End Velocity (m/s),Time_to_half_velocity (s),Median_acceleration (m/s^2),Median_deceleration (m/s^2),Mini_trip,Relative_SOC_drop (%),Driver_Type_Aggressive,Driver_Type_Normal,Method_No Rest,Method_Rest and Charge,Terrain_Downhill,Terrain_Flat Plane,Terrain_Uphill,Drive_position_No Rest-1,Drive_position_No Rest-2,Drive_position_No Rest-3,Drive_position_No Rest-4,Drive_position_Rest and Charge_1,Drive_position_Rest and Charge_2,Drive_position_Rest and Charge_3,Cell_number_1,Cell_number_2,Cell_number_3
29,25.09637188208617,23.99092970521542,1.105442176870751,881.299458558934,-0.06018518518518533,-0.06018518518518513,2.699042425499221e-16,0.0,0.0,-0.060185185185185515,-0.06018518518518533,0,,0.0,312.2448979591837,330.6122448979592,22.88548752834467,312.2448979591837,-0.06018518518518533,-0.06018518518518533,30,77.02589455944539,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
30,27.40362811791383,24.002267573696148,3.4013605442176793,881.7159516867973,0.18518518518518473,0.18518518518518493,2.5589376332604516e-16,0.0,0.0,0.18518518518518456,,0,,0.0,348.9795918367347,330.6122448979592,27.40362811791383,312.2448979591837,0.18518518518518473,,31,74.43584298961203,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
31,24.8469387755102,24.591836734693874,0.25510204081632537,903.3735943356935,0.013888888888888826,0.01388888888888919,5.164146795477527e-16,0.0,0.0,0.01388888888888846,,0,,0.0,348.9795918367347,330.6122448979592,24.8469387755102,312.2448979591837,0.013888888888888826,,32,75.04431772713542,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
32,23.04988662131519,22.62471655328798,0.42517006802721014,831.1120366513952,-0.023148148148148105,-0.02314814814814807,4.906538933386797e-17,0.0,0.0,-0.02314814814814814,-0.023148148148148105,0,,0.0,312.2448979591837,330.6122448979592,22.19954648526077,312.2448979591837,-0.023148148148148105,-0.023148148148148105,33,75.93598461310344,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
33,25.09637188208617,23.99092970521542,1.105442176870751,881.299458558934,-0.06018518518518533,-0.06018518518518513,2.699042425499221e-16,0.0,0.0,-0.060185185185185515,-0.06018518518518533,0,,0.0,312.2448979591837,330.6122448979592,22.88548752834467,312.2448979591837,-0.06018518518518533,-0.06018518518518533,34,83.98547605011123,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
34,27.40362811791383,24.002267573696148,3.4013605442176793,881.7159516867973,0.18518518518518473,0.18518518518518493,2.5589376332604516e-16,0.0,0.0,0.18518518518518456,,0,,0.0,348.9795918367347,330.6122448979592,27.40362811791383,312.2448979591837,0.18518518518518473,,35,79.70660253068085,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
35,24.8469387755102,24.591836734693874,0.25510204081632537,903.3735943356935,0.013888888888888826,0.01388888888888919,5.164146795477527e-16,0.0,0.0,0.01388888888888846,,0,,0.0,348.9795918367347,330.6122448979592,24.8469387755102,312.2448979591837,0.013888888888888826,,36,81.59624901960557,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
36,24.69387755102041,24.18367346938776,0.5102040816326507,888.3798417326116,0.02777777777777765,0.027777777777777693,6.138078244619834e-17,0.0,0.0,0.027777777777777606,,0,,0.0,348.9795918367347,330.6122448979592,24.69387755102041,312.2448979591837,0.02777777777777765,,37,85.03733334826772,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True
37,22.15419501133787,21.218820861678005,0.9353741496598644,779.466888796335,-0.050925925925925944,-0.05092592592592583,1.6199010924212654e-16,0.0,0.0,-0.05092592592592606,-0.050925925925925944,0,,0.0,312.2448979591837,330.6122448979592,20.28344671201814,312.2448979591837,-0.050925925925925944,-0.050925925925925944,38,80.73628530344811,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
38,23.14625850340136,21.6156462585034,1.5306122448979593,794.0441482715536,-0.08333333333333334,-0.0833333333333332,1.8670653977139892e-16,0.0,0.0,-0.08333333333333347,-0.08333333333333334,0,,0.0,312.2448979591837,330.6122448979592,20.08503401360544,312.2448979591837,-0.08333333333333334,-0.08333333333333334,39,81.2293284624525,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
39,26.93310657596372,26.082766439909296,0.8503401360544203,958.1424406497295,-0.04629629629629621,-0.04629629629629614,9.813077866773594e-17,0.0,0.0,-0.04629629629629628,-0.04629629629629621,0,,0.0,312.2448979591837,330.6122448979592,25.23242630385488,312.2448979591837,-0.04629629629629621,-0.04629629629629621,40,84.16456712167812,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
40,24.69387755102041,24.18367346938776,0.5102040816326507,888.3798417326116,0.02777777777777765,0.027777777777777693,6.138078244619834e-17,0.0,0.0,0.027777777777777606,,0,,0.0,348.9795918367347,330.6122448979592,24.69387755102041,312.2448979591837,0.02777777777777765,,41,79.38350221577429,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
41,22.15419501133787,21.218820861678005,0.9353741496598644,779.466888796335,-0.050925925925925944,-0.05092592592592583,1.6199010924212654e-16,0.0,0.0,-0.05092592592592606,-0.050925925925925944,0,,0.0,312.2448979591837,330.6122448979592,20.28344671201814,312.2448979591837,-0.050925925925925944,-0.050925925925925944,42,76.87350434723766,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
42,23.14625850340136,21.6156462585034,1.5306122448979593,794.0441482715536,-0.08333333333333334,-0.0833333333333332,1.8670653977139892e-16,0.0,0.0,-0.08333333333333347,-0.08333333333333334,0,,0.0,312.2448979591837,330.6122448979592,20.08503401360544,312.2448979591837,-0.08333333333333334,-0.08333333333333334,43,76.43697512313604,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
43,26.93310657596372,26.082766439909296,0.8503401360544203,958.1424406497295,-0.04629629629629621,-0.04629629629629614,9.813077866773594e-17,0.0,0.0,-0.04629629629629628,-0.04629629629629621,0,,0.0,312.2448979591837,330.6122448979592,25.23242630385488,312.2448979591837,-0.04629629629629621,-0.04629629629629621,44,78.12605802015099,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
44,24.69387755102041,24.18367346938776,0.5102040816326507,888.3798417326116,0.02777777777777765,0.027777777777777693,6.138078244619834e-17,0.0,0.0,0.027777777777777606,,0,,0.0,348.9795918367347,330.6122448979592,24.69387755102041,312.2448979591837,0.02777777777777765,,45,85.30900144566861,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
45,22.15419501133787,21.218820861678005,0.9353741496598644,779.466888796335,-0.050925925925925944,-0.05092592592592583,1.6199010924212654e-16,0.0,0.0,-0.05092592592592606,-0.050925925925925944,0,,0.0,312.2448979591837,330.6122448979592,20.28344671201814,312.2448979591837,-0.050925925925925944,-0.050925925925925944,46,80.32704539716372,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
46,23.14625850340136,21.6156462585034,1.5306122448979593,794.0441482715536,-0.08333333333333334,-0.0833333333333332,1.8670653977139892e-16,0.0,0.0,-0.08333333333333347,-0.08333333333333334,0,,0.0,312.2448979591837,330.6122448979592,20.08503401360544,312.2448979591837,-0.08333333333333334,-0.08333333333333334,47,79.64252438825213,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
47,26.93310657596372,26.082766439909296,0.8503401360544203,958.1424406497295,-0.04629629629629621,-0.04629629629629614,9.813077866773594e-17,0.0,0.0,-0.04629629629629628,-0.04629629629629621,0,,0.0,312.2448979591837,330.6122448979592,25.23242630385488,312.2448979591837,-0.04629629629629621,-0.04629629629629621,48,81.62453782031342,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
48,23.57142857142857,22.6984126984127,0.8730158730158699,778.231292517004,0.05092592592592593,0.05092592592592601,1.2276156489239667e-16,0.0,0.0,0.05092592592592584,,0,,0.0,342.8571428571428,325.7142857142857,23.57142857142857,308.5714285714286,0.05092592592592593,,49,62.05089965760682,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
49,24.02116402116402,23.968253968253965,0.052910052910053906,821.7687074829902,0.003086419753086489,0.003086419753086691,2.858058928697809e-16,0.0,0.0,0.003086419753086287,,0,,34.285714285714164,342.8571428571428,325.7142857142857,24.02116402116402,308.5714285714286,0.003086419753086489,,50,79.53669614748216,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
50,22.81746031746032,22.57936507936508,0.2380952380952408,774.1496598639428,0.013888888888889096,0.013888888888889119,3.189250306701418e-17,0.0,0.0,0.013888888888889074,,0,,0.0,342.8571428571428,325.7142857142857,22.81746031746032,308.5714285714286,0.013888888888889096,,51,70.22334859008403,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
51,23.51190476190476,23.31349206349206,0.19841269841269948,799.3197278911535,-0.011574074074074178,-0.011574074074074158,2.6985964133627383e-17,0.0,0.0,-0.011574074074074197,-0.011574074074074178,0,,0.0,308.5714285714286,325.7142857142857,23.11507936507936,308.5714285714286,-0.011574074074074178,-0.011574074074074178,52,75.59486893148232,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
52,23.57142857142857,22.6984126984127,0.8730158730158699,778.231292517004,0.05092592592592593,0.05092592592592601,1.2276156489239667e-16,0.0,0.0,0.05092592592592584,,0,,0.0,342.8571428571428,325.7142857142857,23.57142857142857,308.5714285714286,0.05092592592592593,,53,59.44696756344625,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
53,24.02116402116402,23.968253968253965,0.052910052910053906,821.7687074829902,0.003086419753086489,0.003086419753086691,2.858058928697809e-16,0.0,0.0,0.003086419753086287,,0,,34.285714285714164,342.8571428571428,325.7142857142857,24.02116402116402,308.5714285714286,0.003086419753086489,,54,75.50027117873037,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
54,22.81746031746032,22.57936507936508,0.2380952380952408,774.1496598639428,0.013888888888889096,0.013888888888889119,3.189250306701418e-17,0.0,0.0,0.013888888888889074,,0,,0.0,342.8571428571428,325.7142857142857,22.81746031746032,308.5714285714286,0.013888888888889096,,55,66.9271474525443,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
55,23.51190476190476,23.31349206349206,0.19841269841269948,799.3197278911535,-0.011574074074074178,-0.011574074074074158,2.6985964133627383e-17,0.0,0.0,-0.011574074074074197,-0.011574074074074178,0,,0.0,308.5714285714286,325.7142857142857,23.11507936507936,308.5714285714286,-0.011574074074074178,-0.011574074074074178,56,71.27302784114161,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
56,23.57142857142857,22.6984126984127,0.8730158730158699,778.231292517004,0.05092592592592593,0.05092592592592601,1.2276156489239667e-16,0.0,0.0,0.05092592592592584,,0,,0.0,342.8571428571428,325.7142857142857,23.57142857142857,308.5714285714286,0.05092592592592593,,57,62.766391815817066,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
57,24.02116402116402,23.968253968253965,0.052910052910053906,821.7687074829902,0.003086419753086489,0.003086419753086691,2.858058928697809e-16,0.0,0.0,0.003086419753086287,,0,,34.285714285714164,342.8571428571428,325.7142857142857,24.02116402116402,308.5714285714286,0.003086419753086489,,58,80.7029017321798,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
58,22.81746031746032,22.57936507936508,0.2380952380952408,774.1496598639428,0.013888888888889096,0.013888888888889119,3.189250306701418e-17,0.0,0.0,0.013888888888889074,,0,,0.0,342.8571428571428,325.7142857142857,22.81746031746032,308.5714285714286,0.013888888888889096,,59,71.1493112617419,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
