time(s),current(A)
421.45,-87.001
421.5,-86.345
421.55,-85.729
421.61,-84.961
421.69,-83.876
421.79,-82.561
421.89,-81.248
421.99,-79.944
422,-79.83
422.08,-78.784
422.18,-77.47
422.28,-76.157
422.38,-74.842
422.48,-73.525
422.5,-73.262
422.6,-71.943
422.7,-70.622
422.8,-69.3
422.9,-67.976
423,-66.65
423.1,-65.323
423.2,-63.994
423.3,-62.664
423.4,-61.332
423.5,-59.999
423.6,-58.664
423.7,-57.328
423.8,-55.991
423.9,-54.652
424,-53.312
424.1,-51.971
424.2,-50.628
424.3,-49.284
424.4,-47.939
424.5,-46.593
424.6,-45.245
424.7,-43.897
424.8,-42.547
424.9,-41.196
425,-39.844
425.1,-38.492
425.2,-37.138
425.3,-35.783
425.4,-34.427
425.5,-33.071
425.6,-31.713
425.7,-30.355
425.8,-28.996
425.9,-27.636
426,-26.275
426.1,-24.914
426.2,-23.552
426.3,-22.189
426.4,-20.826
426.5,-19.462
426.6,-18.097
426.7,-16.732
426.8,-15.366
426.9,-14
427,-12.634
427.1,-11.267
427.2,-9.899
427.3,-8.5311
427.4,-7.1629
427.5,-5.7943
427.6,-4.4254
427.7,-3.0562
427.8,-1.6865
427.9,-0.31624
428,1.0558
428,1.066
428,1.0726
428,1.0723
428,1.0586
428.01,1.0313
428.01,0.99139
428.01,0.89649
428.01,0.59097
428.02,0.20586
428.02,-0.20017
428.03,-0.58004
428.03,-0.90216
428.04,-1.1506
428.04,-1.2926
428.04,-1.292
428.04,-1.3228
428.04,-1.3504
428.05,-1.375
428.05,-1.3967
428.05,-1.4159
428.05,-1.4447
428.05,-1.4742
428.06,-1.4927
428.06,-1.4864
428.07,-1.4721
428.07,-1.4572
428.08,-1.4452
428.08,-1.4364
428.09,-1.4298
428.09,-1.4298
428.09,-1.4275
428.09,-1.4248
428.09,-1.4207
428.09,-1.4157
428.1,-1.4049
428.1,-1.3726
428.11,-1.3227
428.11,-1.2556
428.12,-1.1754
428.13,-1.0887
428.13,-1.0032
428.14,-0.90799
428.15,-0.83435
428.16,-0.78588
428.16,-0.76085
428.17,-0.75388
428.18,-0.75797
428.19,-0.76635
428.2,-0.77356
428.2,-0.77583
428.21,-0.77102
428.22,-0.75221
428.23,-0.71127
428.25,-0.65308
428.26,-0.58211
428.27,-0.50453
428.28,-0.42701
428.3,-0.35517
428.31,-0.29212
428.33,-0.22031
428.34,-0.15884
428.36,-0.10024
428.38,-0.038147
428.39,0.030758
428.42,0.14201
428.44,0.26008
428.47,0.37756
428.49,0.4905
428.5,0.51733
428.52,0.60555
428.55,0.76104
428.59,0.92417
428.63,1.1464
428.68,1.3782
428.74,1.7174
428.83,2.2268
428.91,2.8106
429,3.51
429,3.5138
429,3.516
429,3.5135
429,3.5089
429,3.5058
429,3.5041
429,3.503
429,3.503
429,3.5009
429,3.4987
429,3.4964
429,3.493
429,3.4894
429,3.4855
429,3.4772
429,3.4528
429.01,3.3904
429.01,3.2471
429.01,3.0608
429.01,2.9725
429.01,2.9721
429.01,2.8412
429.01,2.7037
429.01,2.5612
429.02,2.4683
429.02,2.3307
429.02,1.988
429.02,1.6483
429.02,1.4349
429.03,1.2308
429.03,1.1174
429.03,1.0085
429.03,0.8631
429.03,0.65317
429.03,0.41656
429.04,0.23569
429.04,0.13535
429.04,0.064579
429.04,0.028164
429.05,0.006912
429.05,-0.00083343
429.05,-0.00054152
429.05,0.00085416
429.05,0.0032035
429.05,0.0088653
429.05,0.038478
429.06,0.10123
429.06,0.17554
429.07,0.24851
429.07,0.31018
429.07,0.35392
429.08,0.3764
429.08,0.37727
429.08,0.36343
429.09,0.33874
429.09,0.30564
429.09,0.26683
429.1,0.23314
429.1,0.19883
429.1,0.17071
429.1,0.14365
429.1,0.1254
429.11,0.10812
429.11,0.091935
429.11,0.073962
429.11,0.052492
429.11,0.030374
429.12,0.017148
429.12,0.0079096
429.12,0.0023512
429.12,5.18E-05
429.13,0.0001405
429.13,0.0014717
429.13,0.0046866
429.13,0.0091595
429.14,0.014445
429.14,0.024133
429.14,0.033289
429.15,0.040656
429.15,0.045459
429.16,0.04724
429.16,0.047094
429.16,0.045201
429.17,0.041854
429.17,0.03741
429.17,0.03343
429.17,0.029205
429.18,0.024905
429.18,0.021628
429.18,0.018464
429.18,0.015466
429.19,0.012679
429.19,0.010137
429.19,0.0073144
429.19,0.0043517
429.2,0.0021747
429.2,0.00074525
429.2,-1.53E-05
429.21,-0.00011512
429.21,0.00037374
429.22,0.001121
429.22,0.002161
429.22,0.0031339
429.23,0.0038786
429.23,0.0042527
429.24,0.0043902
429.24,0.0043007
429.24,0.0040139
429.25,0.0035735
429.25,0.0031366
429.25,0.0026608
429.26,0.0021732
429.26,0.0016983
429.26,0.0012568
429.26,0.00086478
429.27,0.00053368
429.27,0.00026996
429.27,3.70E-05
429.28,-0.00010761
429.28,-0.00012223
429.29,-4.13E-05
429.29,9.65E-05
429.3,0.00025428
429.3,0.00037353
429.3,0.0004736
429.31,0.00054651
429.31,0.0005881
429.31,0.00059771
429.32,0.00057756
429.32,0.00053204
429.33,0.00046692
429.33,0.00038868
429.33,0.00030385
429.34,0.00021839
429.34,0.0001374
429.34,6.48E-05
429.35,-1.09E-05
429.35,-6.66E-05
429.36,-0.00010914
429.37,-0.00012587
429.37,-0.00011518
429.38,-0.00010167
429.39,-8.97E-05
429.39,-8.25E-05
429.4,-8.09E-05
429.4,-8.41E-05
429.41,-9.02E-05
429.41,-9.70E-05
429.42,-0.00010257
429.42,-0.00010553
429.43,-0.00010539
429.44,-0.000101
429.45,-9.00E-05
429.46,-7.99E-05
429.46,-7.42E-05
429.47,-7.17E-05
429.48,-7.22E-05
429.49,-7.47E-05
429.5,-7.81E-05
429.5,-8.03E-05
429.51,-8.30E-05
429.52,-8.52E-05
429.53,-8.53E-05
429.55,-8.38E-05
429.56,-8.20E-05
429.57,-7.98E-05
429.58,-7.74E-05
429.59,-7.49E-05
429.6,-7.23E-05
429.61,-6.90E-05
429.63,-6.59E-05
429.65,-6.42E-05
429.66,-6.28E-05
429.68,-6.15E-05
429.69,-6.00E-05
429.72,-5.72E-05
429.74,-5.41E-05
429.77,-5.11E-05
429.8,-4.83E-05
429.83,-4.51E-05
429.86,-4.23E-05
429.9,-3.96E-05
429.94,-3.63E-05
430,-3.21E-05
430.06,-2.84E-05
430.15,-2.37E-05
430.24,-1.97E-05
430.34,-1.62E-05
430.44,-1.27E-05
430.5,-1.17E-05
430.6,-9.86E-06
430.7,-7.90E-06
430.8,-6.41E-06
430.9,-5.31E-06
431,-4.36E-06
431.1,-3.55E-06
431.2,-2.90E-06
431.3,-2.38E-06
431.4,-1.95E-06
431.5,-1.60E-06
431.6,-1.31E-06
431.7,-1.08E-06
431.8,-8.84E-07
431.9,-7.25E-07
432,-5.96E-07
432.1,-4.90E-07
432.2,-4.03E-07
432.3,-3.32E-07
432.4,-2.74E-07
432.5,-2.26E-07
432.6,-1.87E-07
432.7,-1.54E-07
432.8,-1.28E-07
432.9,-1.06E-07
433,-8.77E-08
433.1,-7.29E-08
433.2,-6.07E-08
433.3,-5.06E-08
433.4,-4.22E-08
433.5,-3.53E-08
433.6,-2.96E-08
433.7,-2.48E-08
433.8,-2.09E-08
433.9,-1.76E-08
434,-1.49E-08
434.1,-1.26E-08
434.2,-1.07E-08
434.3,-9.13E-09
434.4,-7.79E-09
434.5,-6.67E-09
434.6,-5.72E-09
434.7,-4.92E-09
434.8,-4.24E-09
434.9,-3.67E-09
435,-3.18E-09
435.1,-2.76E-09
435.2,-2.40E-09
435.3,-2.10E-09
435.4,-1.84E-09
435.5,-1.61E-09
435.6,-1.41E-09
435.7,-1.25E-09
435.8,-1.10E-09
435.9,-9.71E-10
436,-8.59E-10
436.1,-7.62E-10
436.2,-6.76E-10
436.3,-6.01E-10
436.4,-5.36E-10
436.5,-4.77E-10
436.6,-4.26E-10
436.7,-3.81E-10
436.8,-3.40E-10
436.9,-3.05E-10
437,-2.73E-10
437.1,-2.45E-10
437.2,-2.20E-10
437.3,-1.97E-10
437.4,-2.59E-09
437.5,-2.72E-09
437.6,-2.26E-09
437.7,-1.91E-09
437.8,-1.80E-09
437.9,-1.68E-09
438,-1.49E-09
438.1,-1.34E-09
438.2,-1.22E-09
438.3,-1.10E-09
438.4,-9.91E-10
438.5,-8.96E-10
438.6,-8.10E-10
438.7,-7.32E-10
438.8,-6.61E-10
438.9,-5.97E-10
439,-5.40E-10
439.1,-4.88E-10
439.2,-4.41E-10
439.3,-3.98E-10
439.4,-3.60E-10
439.5,-3.25E-10
439.6,-2.94E-10
439.7,-2.65E-10
439.8,-2.40E-10
439.9,-2.17E-10
440,-1.96E-10
440.1,-1.77E-10
440.2,-1.60E-10
440.3,-1.44E-10
440.4,-1.30E-10
440.5,-1.18E-10
440.6,-1.06E-10
440.7,-9.62E-11
440.8,-8.69E-11
440.9,-7.86E-11
441,-7.10E-11
441.1,-6.41E-11
441.2,-5.80E-11
441.3,-5.24E-11
441.4,-4.73E-11
441.5,-4.28E-11
441.6,-3.86E-11
441.7,-3.49E-11
441.8,-3.15E-11
441.9,-2.85E-11
442,-2.58E-11
442.1,-2.33E-11
442.2,-2.10E-11
442.3,-1.90E-11
442.4,-1.72E-11
442.5,-1.55E-11
442.6,-1.40E-11
442.7,-1.27E-11
442.8,-1.14E-11
442.9,-1.03E-11
443,-9.35E-12
443.1,-8.45E-12
443.2,-7.63E-12
443.3,-6.90E-12
443.4,-6.23E-12
443.5,-5.63E-12
443.6,-5.09E-12
443.7,-4.60E-12
443.8,-4.16E-12
443.9,-3.76E-12
444,-3.40E-12
444.1,-3.07E-12
444.2,-2.77E-12
444.3,-2.51E-12
444.4,-2.27E-12
444.5,-2.05E-12
444.6,-1.85E-12
444.7,-1.68E-12
444.8,-1.51E-12
444.9,-1.37E-12
445,-1.24E-12
445.1,-1.12E-12
445.2,-1.01E-12
445.3,-9.15E-13
445.4,-8.28E-13
445.5,-7.49E-13
445.6,-6.77E-13
445.7,-6.13E-13
445.8,-5.54E-13
445.9,-5.02E-13
446,-4.55E-13
446.1,-4.11E-13
446.2,-3.73E-13
446.3,-3.38E-13
446.4,-3.05E-13
446.5,-2.77E-13
446.6,-2.51E-13
446.7,-2.27E-13
446.8,-2.07E-13
446.9,-1.88E-13
447,-1.70E-13
447,3.05E-11
447,6.06E-11
447,1.16E-10
447,3.28E-10
447,3.75E-12
447,2.05E-11
447,5.35E-11
447,1.11E-10
447,2.00E-10
447,4.95E-10
447,1.58E-09
447,6.63E-09
447,2.75E-08
447,8.45E-08
447,2.14E-07
447,4.70E-07
447,9.33E-07
447,1.94E-06
447,3.66E-06
447,7.44E-06
447,1.38E-05
447,2.75E-05
447,5.00E-05
447,9.79E-05
447,0.00019766
447,0.00036227
447,0.00071207
447,0.0014729
447,0.0031329
447.01,0.0068527
447.01,0.015733
447.01,0.031037
447.01,0.054995
447.01,0.089972
447.01,0.1384
447.01,0.23232
447.02,0.44931
447.02,0.77336
447.02,1.2217
447.02,1.8068
447.03,2.5354
447.03,3.4082
447.03,4.4202
447.04,5.8996
447.04,7.5549
447.04,9.3415
447.05,11.207
447.05,13.283
447.05,15.311
447.06,17.222
447.06,18.954
447.06,20.457
447.07,21.694
447.07,22.856
447.08,23.658
447.08,23.739
447.09,23.211
447.1,22.446
447.1,21.475
447.1,20.379
447.11,19.234
447.11,18.1
447.12,17.03
447.12,16.059
447.13,15.041
447.14,14.097
447.14,13.478
447.15,13.172
447.16,13.155
447.17,13.388
447.17,13.829
447.18,14.427
447.19,15.128
447.19,15.878
447.2,16.624
447.21,17.323
447.22,17.937
447.22,18.547
447.24,19.055
447.25,19.3
447.26,19.345
447.27,19.272
447.28,19.164
447.29,19.088
447.3,19.09
447.31,19.187
447.32,19.235
447.32,19.235
447.33,19.485
447.35,19.74
447.37,20.014
447.39,20.368
447.42,20.995
447.47,21.862
447.5,22.409
447.54,23.116
447.61,24.248
447.67,25.391
447.76,26.834
447.86,28.551
447.96,30.263
448,30.999
448.1,32.717
448.2,34.434
448.3,36.151
448.4,37.869
448.5,39.588
448.6,41.307
448.7,43.027
448.8,44.749
448.9,46.471
449,48.194
449.1,49.918
449.2,51.643
449.3,53.368
449.4,55.095
449.5,56.823
449.6,58.552
449.7,60.282
449.8,62.013
449.9,63.746
450,65.48
450.1,67.214
450.2,68.95
450.3,70.688
450.4,72.427
450.5,74.167
450.6,75.908
450.7,77.651
450.8,79.395
450.9,81.141
451,82.888
451.1,84.637
451.2,86.387
451.3,88.139
451.4,89.893
451.5,91.648
451.6,93.405
451.7,95.164
451.8,96.924
451.9,98.686
452,100.45
452.1,102.22
452.2,103.98
452.3,105.75
452.4,107.53
452.5,109.3
452.6,111.07
452.7,112.85
452.8,114.63
452.9,116.41
453,118.2
453.1,119.98
453.2,121.77
453.3,123.56
453.4,125.35
453.5,127.15
453.6,128.95
453.7,130.75
453.8,132.55
453.9,134.35
454,136.16
454.1,137.97
454.2,139.78
454.3,141.59
454.4,143.41
454.5,145.23
454.6,147.05
454.7,148.87
454.8,150.7
454.9,152.53
455,154.36
455,154.36
455,154.29
455,154.03
455,153.55
455.01,152.85
455.01,151.93
455.01,149.97
455.01,143.77
455.02,135.63
455.02,126.15
455.03,115.91
455.03,105.4
455.04,95.053
455.04,85.214
455.05,76.164
455.05,75.925
455.05,75.926
455.05,74.216
455.05,72.551
455.05,70.933
455.05,69.363
455.05,67.828
455.05,65.129
455.05,61.293
455.06,56.233
455.06,50.976
455.07,48.054
455.07,46.132
455.08,45.15
455.08,45.033
455.08,45.322
455.08,45.322
455.08,45.535
455.08,45.784
455.09,46.186
455.09,46.632
455.09,47.503
455.09,49.698
455.1,53.479
455.11,56.756
455.11,60.186
455.12,63.615
455.12,66.91
455.13,69.959
455.13,73.211
455.14,75.856
455.15,78.312
455.15,79.627
455.16,79.895
455.17,79.292
455.18,78.048
455.18,76.408
455.19,74.608
455.2,72.854
455.21,71.306
455.22,70.073
455.23,69.075
455.24,68.591
455.25,68.864
455.26,69.643
455.27,70.64
455.29,71.598
455.3,72.335
455.31,72.766
455.33,72.889
455.34,72.645
455.36,72.257
455.38,71.926
455.39,71.767
455.41,71.823
455.44,72.105
455.46,72.427
455.49,72.643
455.5,72.697
455.53,72.729
455.57,72.754
455.6,72.867
455.64,73.052
455.69,73.305
455.74,73.502
455.82,73.769
455.91,74.147
456,74.493
456,74.469
456.01,74.377
456.01,74.21
456.01,73.977
456.02,73.432
456.03,72.375
456.04,71.261
456.05,70.265
456.06,69.506
456.07,69.041
456.08,68.871
456.1,69.188
456.11,69.77
456.13,70.393
456.14,70.885
456.16,71.164
456.17,71.224
456.19,71.062
456.21,70.855
456.23,70.736
456.25,70.754
456.28,70.961
456.31,71.217
456.34,71.387
456.38,71.46
456.42,71.539
456.47,71.674
456.5,71.813
456.56,72.068
456.64,72.33
456.74,72.663
456.84,73.014
456.94,73.367
457,73.569
457,73.579
457,73.607
457,73.713
457,73.905
457,74.189
457.01,74.565
457.01,75.326
457.01,77.378
457.01,81.36
457.02,86.355
457.02,92.075
457.03,98.25
457.03,104.63
457.04,110.98
457.04,117.1
457.05,123.99
457.05,130.03
457.06,136.05
457.07,141.06
457.08,143.56
457.08,143.79
457.09,142.18
457.1,139.28
457.11,135.64
457.12,131.8
457.12,128.2
457.13,125.16
457.14,122.89
457.15,121.24
457.16,120.82
457.17,121.4
457.18,122.7
457.19,124.36
457.2,126.07
457.21,127.59
457.22,128.74
457.23,129.62
457.25,129.76
457.27,129.2
457.29,128.43
457.3,127.87
457.32,127.71
457.34,128.03
457.36,128.66
457.39,129.29
457.41,129.71
457.43,129.95
457.47,130.06
457.5,130.23
457.53,130.57
457.58,131.25
457.64,131.86
457.69,132.37
457.78,133.24
457.87,134.17
457.97,135.23
458,135.59
458,135.58
458,135.53
458,135.3
458,134.9
458.01,134.31
458.01,133.37
458.01,131.02
458.02,126.03
458.02,119.93
458.03,113.23
458.03,106.37
458.04,99.715
458.04,93.577
458.05,88.181
458.06,83.681
458.06,80.166
458.07,77.244
458.07,75.756
458.08,75.56
458.09,76.454
458.09,78.193
458.1,80.514
458.11,83.16
458.12,85.888
458.12,88.494
458.13,90.813
458.14,92.729
458.14,94.531
458.16,95.65
458.17,95.61
458.18,94.906
458.18,93.793
458.19,92.527
458.2,91.327
458.21,90.352
458.22,89.692
458.24,89.327
458.25,89.514
458.26,90.062
458.28,90.748
458.29,91.378
458.31,91.826
458.32,92.079
458.35,92.014
458.37,91.76
458.39,91.583
458.41,91.607
458.44,91.856
458.47,92.164
458.5,92.363
458.53,92.491
458.58,92.619
458.63,92.812
458.68,93.072
458.76,93.458
458.83,93.8
458.93,94.248
459,94.557
459,94.547
459,94.501
459,94.34
459,94.054
459.01,93.64
459.01,93.105
459.01,91.89
459.01,88.464
459.02,84.032
459.02,78.898
459.03,73.784
459.03,73.783
459.03,72.203
459.03,70.62
459.03,69.039
459.03,67.462
459.03,65.892
459.04,62.895
459.04,58.74
459.04,53.758
459.05,49.208
459.05,45.181
459.06,41.163
459.06,38.031
459.07,35.797
459.07,34.436
459.08,33.889
459.08,34.072
459.09,34.88
459.09,36.195
459.1,37.895
459.1,39.856
459.11,41.959
459.11,44.094
459.12,46.164
459.13,48.087
459.13,50.208
459.14,51.904
459.15,53.383
459.16,54.098
459.16,54.126
459.17,53.601
459.18,52.692
459.19,51.574
459.2,50.412
459.21,49.34
459.21,48.456
459.22,47.82
459.24,47.366
459.25,47.38
459.26,47.74
459.27,48.288
459.28,48.869
459.3,49.36
459.31,49.69
459.32,49.853
459.34,49.763
459.36,49.532
459.37,49.282
459.39,49.103
459.41,49.033
459.44,49.146
459.47,49.346
459.49,49.477
459.5,49.484
459.5,49.484
459.5,49.487
459.5,49.488
459.51,49.485
459.52,49.47
459.54,49.424
459.58,49.386
459.61,49.423
459.67,49.528
459.72,49.607
459.78,49.649
459.87,49.727
459.97,49.84
460,49.882
460,49.888
460,49.907
460,49.98
460,50.113
460,50.311
460.01,50.571
460.01,51.114
460.01,52.734
460.02,55.636
460.02,59.203
460.03,63.198
460.03,67.401
460.04,71.614
460.04,75.665
460.05,79.411
460.05,82.739
460.06,86.191
460.06,89.253
460.07,90.97
460.08,91.439
460.09,90.854
460.1,89.471
460.1,87.575
460.11,85.441
460.12,83.316
460.13,81.397
460.13,79.822
460.14,78.674
460.15,77.83
460.16,77.726
460.17,78.206
460.18,79.059
460.19,80.067
460.2,81.04
460.21,81.838
460.23,82.38
460.24,82.695
460.25,82.586
460.27,82.225
460.28,81.8
460.3,81.461
460.31,81.29
460.33,81.326
460.35,81.567
460.37,81.861
460.39,82.087
460.42,82.209
460.45,82.219
460.49,82.213
460.5,82.224
460.52,82.3
460.57,82.506
460.61,82.693
460.66,82.823
460.74,83.048
460.82,83.306
460.92,83.643
461,83.913
461,83.904
461,83.867
461,83.733
461,83.493
461,83.141
461.01,82.683
461.01,81.742
461.01,78.775
461.02,74.85
461.02,73.623
461.02,73.622
461.02,72.041
461.02,70.405
461.02,68.724
461.02,67.005
461.02,65.263
461.03,61.752
461.03,57.142
461.03,52.536
461.04,48.028
461.04,42.85
461.05,38.063
461.05,33.644
461.06,29.822
461.06,26.648
461.06,24.144
461.07,22.599
461.07,21.493
461.07,20.805
461.08,20.512
461.08,20.58
461.09,20.976
461.09,21.659
461.09,22.588
461.1,24.008
461.1,25.657
461.11,27.458
461.11,29.336
461.12,31.221
461.12,33.052
461.13,35.149
461.13,37.008
461.14,38.844
461.14,40.204
461.15,41.218
461.16,41.521
461.17,41.222
461.18,40.469
461.19,39.429
461.19,38.265
461.2,37.122
461.21,36.113
461.22,35.316
461.23,34.77
461.24,34.434
461.25,34.502
461.26,34.865
461.27,35.387
461.28,35.939
461.29,36.417
461.3,36.758
461.32,36.957
461.33,36.934
461.35,36.761
461.36,36.528
461.37,36.314
461.39,36.17
461.41,36.114
461.43,36.204
461.46,36.363
461.48,36.485
461.5,36.522
461.53,36.493
461.56,36.442
461.59,36.431
461.63,36.475
461.68,36.541
461.73,36.574
461.8,36.593
461.88,36.633
461.98,36.695
462,36.706
462,36.712
462,36.732
462,36.797
462.01,36.91
462.01,37.068
462.01,37.352
462.01,38.229
462.02,39.777
462.03,41.604
462.03,43.538
462.04,45.428
462.05,47.153
462.05,48.622
462.06,49.993
462.07,50.997
462.08,51.239
462.09,50.949
462.1,50.343
462.11,49.551
462.12,48.699
462.13,47.892
462.13,47.21
462.14,46.598
462.16,46.258
462.17,46.347
462.19,46.723
462.2,47.212
462.21,47.661
462.23,47.969
462.24,48.101
462.26,48.044
462.28,47.83
462.3,47.615
462.32,47.499
462.34,47.506
462.37,47.631
462.4,47.77
462.43,47.838
462.46,47.829
462.5,47.795
462.5,47.79
462.52,47.789
462.56,47.839
462.61,47.905
462.67,47.953
462.74,47.997
462.84,48.072
462.94,48.158
463,48.203
463.1,48.281
463.2,48.361
463.3,48.443
463.4,48.524
463.5,48.606
463.6,48.688
463.7,48.771
463.8,48.854
463.9,48.937
464,49.02
464,49.015
464,48.995
464,48.922
464,48.792
464,48.6
464.01,48.347
464.01,47.863
464.01,46.602
464.01,43.925
464.02,40.563
464.02,37.535
464.03,34.317
464.03,31.005
464.03,27.686
464.04,24.437
464.04,21.324
464.05,18.404
464.05,15.725
464.05,14.116
464.05,12.635
464.06,11.521
464.06,10.499
464.06,9.5704
464.06,8.7373
464.06,7.9996
464.07,7.357
464.07,6.8085
464.07,6.3526
464.07,5.9874
464.07,5.7103
464.08,5.5184
464.08,5.3932
464.08,5.3873
464.08,5.4928
464.09,5.7565
464.09,6.155
464.09,6.6719
464.1,7.2902
464.1,7.993
464.1,8.7633
464.1,9.7621
464.11,10.807
464.11,11.872
464.12,12.932
464.12,14.183
464.12,15.359
464.13,16.431
464.13,17.603
464.14,18.704
464.15,19.454
464.15,19.859
464.16,19.946
464.17,19.763
464.17,19.366
464.18,18.821
464.19,18.189
464.19,17.531
464.2,16.896
464.21,16.327
464.22,15.852
464.22,15.422
464.23,15.136
464.24,15.09
464.25,15.185
464.26,15.384
464.27,15.646
464.28,15.931
464.28,16.205
464.29,16.441
464.3,16.665
464.32,16.802
464.33,16.793
464.35,16.682
464.36,16.529
464.37,16.386
464.39,16.289
464.4,16.25
464.42,16.28
464.44,16.365
464.46,16.451
464.48,16.503
464.5,16.513
464.53,16.49
464.56,16.46
464.58,16.452
464.62,16.473
464.66,16.509
464.7,16.529
464.75,16.534
464.82,16.544
464.89,16.563
464.99,16.587
465,16.59
465,16.591
465,16.596
465,16.617
465,16.656
465,16.714
465.01,16.791
465.01,16.948
465.01,17.368
465.01,18.294
465.02,19.471
465.02,20.817
465.03,22.255
465.03,23.715
465.04,25.139
465.04,26.473
465.05,27.913
465.06,29.278
465.06,30.272
465.07,30.965
465.08,31.141
465.09,30.884
465.1,30.307
465.11,29.536
465.12,28.693
465.12,27.883
465.13,27.186
465.14,26.653
465.15,26.261
465.16,26.135
465.17,26.233
465.18,26.488
465.19,26.826
465.2,27.178
465.21,27.487
465.22,27.717
465.24,27.879
465.25,27.867
465.27,27.706
465.29,27.502
465.31,27.342
465.32,27.271
465.35,27.297
465.37,27.394
465.39,27.486
465.41,27.529
465.44,27.516
465.47,27.47
465.5,27.44
465.54,27.445
465.59,27.481
465.65,27.499
465.71,27.495
465.8,27.497
465.9,27.514
466,27.528
466,27.529
466.04,27.533
466.14,27.543
466.24,27.555
466.34,27.567
466.44,27.579
466.5,27.585
466.6,27.596
466.7,27.608
466.8,27.619
466.9,27.631
467,27.642
467,27.639
467,27.626
467,27.581
467,27.499
467,27.379
467.01,27.222
467.01,26.909
467.01,25.907
467.02,24.284
467.02,22.67
467.03,20.903
467.03,19.053
467.03,17.186
467.04,15.356
467.04,13.614
467.05,11.999
467.05,10.543
467.05,9.2717
467.06,8.2004
467.06,7.4952
467.07,6.9247
467.07,6.4874
467.07,6.1795
467.08,5.9952
467.08,5.927
467.08,5.9658
467.09,6.1016
467.09,6.3233
467.09,6.6878
467.1,7.1395
467.1,7.6574
467.11,8.2206
467.11,8.8095
467.11,9.4057
467.12,10.113
467.12,10.781
467.13,11.389
467.13,12.037
467.14,12.549
467.15,13.008
467.16,13.218
467.16,13.22
467.17,13.092
467.18,12.865
467.18,12.572
467.19,12.244
467.2,11.912
467.2,11.599
467.21,11.325
467.22,11.052
467.23,10.847
467.24,10.781
467.25,10.832
467.26,10.963
467.27,11.136
467.28,11.314
467.29,11.466
467.3,11.576
467.32,11.645
467.33,11.64
467.35,11.583
467.36,11.505
467.37,11.43
467.39,11.378
467.4,11.352
467.43,11.375
467.45,11.426
467.48,11.468
467.5,11.482
467.53,11.469
467.56,11.447
467.59,11.44
467.63,11.45
467.68,11.465
467.73,11.47
467.79,11.467
467.87,11.467
467.97,11.471
468,11.472
468,11.47
468,11.464
468,11.444
468,11.409
468.01,11.357
468.01,11.291
468.01,11.14
468.01,10.685
468.02,10.095
468.02,9.4123
468.03,8.6805
468.03,7.9372
468.04,7.2152
468.04,6.542
468.05,5.9391
468.06,5.4227
468.06,5.0028
468.07,4.6843
468.07,4.4674
468.08,4.3478
468.08,4.3178
468.09,4.3672
468.09,4.4834
468.1,4.6532
468.1,4.8624
468.11,5.0973
468.11,5.3449
468.12,5.5931
468.12,5.8317
468.13,6.1024
468.13,6.3324
468.14,6.548
468.15,6.7069
468.16,6.7501
468.17,6.7241
468.18,6.6448
468.18,6.5304
468.19,6.3992
468.2,6.2675
468.21,6.1484
468.22,6.0516
468.23,5.9668
468.24,5.9265
468.25,5.9445
468.26,5.9933
468.27,6.0568
468.29,6.12
468.3,6.1717
468.31,6.2108
468.33,6.2208
468.35,6.1969
468.37,6.1603
468.39,6.1301
468.4,6.1164
468.43,6.1213
468.45,6.1387
468.48,6.1544
468.5,6.1602
468.53,6.1553
468.57,6.1459
468.6,6.1412
468.64,6.1431
468.7,6.1465
468.76,6.1449
468.84,6.1393
468.94,6.1341
469,6.1313
469,6.1314
469,6.1322
469,6.1346
469,6.1433
469,6.1593
469,6.1838
469,6.2176
469,6.2611
469,6.3352
469,6.4605
469.01,6.6603
469.01,6.9748
469.01,7.4928
469.01,8.4101
469.01,9.5246
469.01,10.813
469.02,12.253
469.02,14.192
469.02,16.287
469.02,18.502
469.03,20.802
469.03,23.77
469.03,26.756
469.04,29.702
469.04,33.141
469.05,36.365
469.05,39.306
469.05,42.551
469.06,45.64
469.07,47.801
469.07,49.042
469.08,49.427
469.09,49.063
469.09,48.091
469.1,46.666
469.11,44.947
469.11,43.087
469.12,41.223
469.12,39.471
469.13,37.922
469.14,36.638
469.14,35.453
469.15,34.76
469.16,34.532
469.17,34.702
469.18,35.178
469.18,35.859
469.19,36.64
469.2,37.43
469.21,38.151
469.22,38.849
469.23,39.319
469.24,39.586
469.25,39.471
469.27,39.105
469.28,38.645
469.29,38.224
469.31,37.931
469.32,37.799
469.34,37.841
469.36,38.039
469.38,38.262
469.39,38.413
469.41,38.458
469.44,38.383
469.47,38.258
469.5,38.187
469.53,38.207
469.57,38.274
469.61,38.308
469.65,38.293
469.71,38.268
469.77,38.274
469.86,38.3
469.96,38.316
470,38.319
470,38.315
470,38.301
470,38.242
470,38.134
470.01,37.974
470.01,37.766
470.01,37.305
470.01,35.884
470.02,34.032
470.02,31.895
470.03,29.61
470.04,27.3
470.04,25.068
470.05,23.001
470.05,21.167
470.06,19.612
470.06,18.367
470.07,17.443
470.07,16.838
470.08,16.535
470.08,16.507
470.09,16.719
470.09,17.131
470.1,17.698
470.1,18.375
470.11,19.12
470.11,19.892
470.12,20.652
470.12,21.539
470.13,22.314
470.14,22.945
470.15,23.536
470.16,23.832
470.16,23.86
470.17,23.674
470.18,23.336
470.19,22.917
470.2,22.482
470.21,22.082
