time(s),current(A)
0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,0
8.5,0
9,0
9.5,0
10,0
10.5,0
11,0
11.5,0
12,0
12.5,0
13,0
13.5,0
14,0
14.5,0
15,0
15.5,0
16,0
16.5,0
17,0
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20,1.02E-13
20,2.63E-13
20,1.76E-07
20,1.76E-07
20,1.77E-07
20,1.78E-07
20,1.83E-07
20,1.99E-07
20,2.55E-07
20,4.67E-07
20,1.25E-06
20,4.00E-06
20,1.31E-05
20,4.19E-05
20,0.00013487
20.001,0.00045539
20.001,0.0016277
20.002,0.0060516
20.003,0.01572
20.005,0.029695
20.006,0.047792
20.007,0.069831
20.009,0.095641
20.01,0.12506
20.011,0.15793
20.013,0.19409
20.014,0.23341
20.015,0.27575
20.016,0.32098
20.018,0.36896
20.019,0.43492
20.021,0.50505
20.023,0.59746
20.025,0.6955
20.028,0.82334
20.031,0.95843
20.034,1.1365
20.037,1.3239
20.041,1.5741
20.046,1.8905
20.051,2.2208
20.057,2.657
20.065,3.2178
20.073,3.7954
20.083,4.5306
20.093,5.2778
20.102,6.0319
20.112,6.7892
20.122,7.547
20.132,8.3035
20.141,9.0572
20.154,10.013
20.166,10.961
20.181,12.095
20.196,13.215
20.211,14.323
20.231,15.718
20.25,17.09
20.273,18.732
20.296,20.341
20.325,22.24
20.353,24.095
20.387,26.293
20.421,28.429
20.463,30.973
20.5,33.102
20.55,35.909
20.612,39.219
20.673,42.361
20.748,45.976
20.824,49.369
20.922,53.482
21,56.538
21.122,60.704
21.245,64.363
21.367,67.665
21.5,70.895
21.707,75.314
21.965,79.897
22,80.436
22.112,81.678
22.224,82.625
22.336,83.485
22.448,84.299
22.5,84.664
22.769,86.348
23,87.582
23.127,88.678
23.255,89.897
23.382,91.02
23.5,91.956
23.791,93.986
24,95.227
24.281,96.085
24.5,96.566
24.719,97.055
25,97.67
25.137,97.427
25.274,97.015
25.411,96.672
25.5,96.5
25.749,96.137
26,95.927
26.022,95.486
26.045,94.615
26.079,92.87
26.113,90.914
26.147,88.947
26.181,87.033
26.238,83.96
26.391,76.417
26.5,71.609
26.67,65.001
26.874,58.228
27,54.649
27.048,53.639
27.097,52.873
27.162,51.984
27.228,51.164
27.293,50.382
27.408,49.103
27.5,48.176
27.849,45.242
28,44.257
28.019,44.407
28.038,44.842
28.069,45.884
28.1,47.128
28.131,48.414
28.162,49.683
28.205,51.425
28.29,54.636
28.5,61.676
28.766,69.028
29,74.294
29.027,74.412
29.054,74.12
29.089,73.422
29.125,72.593
29.161,71.758
29.205,70.75
29.282,69.12
29.5,65.02
29.777,60.849
30,58.188
30.06,57.299
30.12,56.27
30.196,54.974
30.272,53.761
30.368,52.366
30.5,50.619
30.72,48.127
31,45.581
31.036,45.055
31.072,44.327
31.117,43.306
31.162,42.281
31.207,41.295
31.274,39.918
31.5,35.789
31.726,32.394
31.952,29.603
32,29.079
32.027,28.66
32.054,28.122
32.096,27.188
32.139,26.227
32.181,25.292
32.223,24.393
32.307,22.697
32.463,19.847
32.5,19.23
32.599,17.654
32.824,14.529
33,12.457
33.029,12.092
33.057,11.681
33.099,11.05
33.141,10.42
33.182,9.8075
33.233,9.0917
33.331,7.7898
33.477,6.0375
33.5,5.7854
33.566,5.0724
33.724,3.5154
33.835,2.5255
33.947,1.6193
34,1.2165
34.07,0.70597
34.126,0.32374
34.164,0.06859
34.175,2.95E-12
34.175,-1.13E-14
34.178,-0.021092
34.181,-0.042132
34.186,-0.074613
34.191,-0.10701
34.199,-0.1554
34.217,-0.27165
34.252,-0.4879
34.329,-0.94856
34.46,-1.6719
34.5,-1.8777
34.588,-2.3108
34.74,-3.0034
34.892,-3.6255
35,-4.0259
35.024,-4.0894
35.048,-4.1301
35.082,-4.1669
35.116,-4.1927
35.15,-4.2157
35.19,-4.2434
35.256,-4.2882
35.402,-4.3892
35.5,-4.4574
36,-4.8109
36.026,-4.8535
36.051,-4.9198
36.094,-5.0536
36.137,-5.1972
36.18,-5.3387
36.223,-5.4757
36.307,-5.7306
36.5,-6.2729
36.736,-6.854
36.971,-7.3614
37,-7.4189
37.006,-7.4739
37.012,-7.5848
37.02,-7.7972
37.032,-8.2371
37.044,-8.7802
37.056,-9.3905
37.068,-10.043
37.08,-10.721
37.096,-11.627
37.116,-12.812
37.141,-14.273
37.172,-16.053
37.212,-18.314
37.269,-21.425
37.366,-26.34
37.5,-32.527
37.674,-39.619
37.848,-45.769
38,-50.473
38.034,-51.182
38.069,-51.631
38.114,-52.053
38.16,-52.404
38.206,-52.743
38.272,-53.227
38.435,-54.341
38.5,-54.756
38.744,-56.183
39,-57.48
39.017,-57.304
39.034,-56.846
39.061,-55.781
39.088,-54.496
39.115,-53.146
39.142,-51.799
39.179,-49.978
39.24,-47.081
39.353,-42.176
39.5,-36.429
39.694,-29.904
39.844,-25.59
40,-21.666
40.03,-20.875
40.06,-20.015
40.104,-18.745
40.148,-17.491
40.191,-16.281
40.246,-14.81
40.371,-11.744
40.5,-8.9118
40.629,-6.3817
40.727,-4.6368
40.825,-3.0354
40.901,-1.8965
40.962,-1.0197
41,-0.50459
41.033,-0.06989
41.038,-4.49E-14
41.038,5.85E-12
41.041,0.032055
41.043,0.06404
41.047,0.10695
41.05,0.14977
41.057,0.23884
41.072,0.43029
41.101,0.79319
41.164,1.5446
41.281,2.8404
41.399,4.0108
41.5,4.9317
41.627,5.9732
41.753,6.9065
41.912,7.9409
42,8.4584
42.024,8.6396
42.049,8.8624
42.084,9.2146
42.119,9.5784
42.154,9.9366
42.199,10.375
42.275,11.09
42.5,12.961
42.725,14.507
42.95,15.785
43,16.033
43.018,16.206
43.037,16.468
43.065,16.974
43.094,17.539
43.123,18.116
43.151,18.686
43.194,19.518
43.275,21
43.466,24.164
43.5,24.67
43.626,26.43
43.869,29.376
44,30.729
44.023,31.123
44.045,31.691
44.078,32.678
44.111,33.739
44.143,34.8
44.176,35.835
44.232,37.542
44.38,41.661
44.5,44.674
44.698,49.04
44.938,53.464
45,54.477
45.153,56.762
45.462,60.646
45.5,61.064
45.644,62.526
46,65.582
46.055,65.666
46.11,65.521
46.181,65.258
46.253,65.008
46.324,64.79
46.483,64.376
46.5,64.336
46.603,64.117
46.911,63.621
47,63.52
47.023,63.211
47.046,62.616
47.08,61.494
47.113,60.249
47.147,58.998
47.18,57.78
47.239,55.747
47.398,50.682
47.5,47.806
47.671,43.512
47.883,39.007
48,36.866
48.036,36.075
48.073,35.16
48.122,33.883
48.171,32.627
48.22,31.425
48.293,29.719
48.5,25.435
48.671,22.442
48.841,19.859
49,17.777
49.068,17.075
49.136,16.482
49.205,15.939
49.273,15.423
49.365,14.772
49.5,13.896
49.789,12.317
50,11.387
50.01,11.288
50.02,11.117
50.035,10.775
50.05,10.355
50.064,9.8892
50.079,9.3985
50.094,8.8957
50.113,8.2133
50.139,7.3329
50.164,6.4629
50.198,5.3423
50.242,3.9023
50.303,2.0333
50.33,1.2031
50.36,0.34265
50.372,1.29E-11
50.372,-9.34E-14
50.374,-0.047745
50.375,-0.095423
50.378,-0.16784
50.381,-0.26383
50.388,-0.45012
50.404,-0.89448
50.435,-1.7658
50.5,-3.4655
50.613,-6.2427
50.727,-8.7708
50.84,-11.073
50.954,-13.171
51,-13.974
51.013,-14.266
51.026,-14.642
51.046,-15.355
51.066,-16.154
51.087,-16.991
51.107,-17.836
51.134,-18.937
51.173,-20.509
51.23,-22.762
51.319,-26.014
51.5,-32.001
51.725,-38.308
51.949,-43.567
52,-44.62
52.049,-45.331
52.097,-45.813
52.161,-46.32
52.224,-46.79
52.287,-47.251
52.401,-48.046
52.5,-48.691
52.774,-50.287
53,-51.423
53.035,-51.348
53.069,-51.065
53.118,-50.543
53.167,-49.992
53.215,-49.467
53.286,-48.754
53.5,-46.877
53.714,-45.369
53.928,-44.166
54,-43.824
54.021,-43.494
54.043,-42.925
54.073,-41.919
54.102,-40.804
54.132,-39.674
54.162,-38.564
54.208,-36.885
54.301,-33.728
54.5,-27.75
54.662,-23.614
54.823,-20.032
55,-16.657
55.009,-16.411
55.019,-16.067
55.032,-15.438
55.046,-14.696
55.059,-13.886
55.073,-13.037
55.087,-12.167
55.104,-11.015
55.126,-9.5721
55.149,-8.1418
55.176,-6.3929
55.21,-4.285
55.252,-1.8141
55.283,-2.59E-11
55.283,1.69E-13
55.285,0.098056
55.286,0.19597
55.289,0.34141
55.292,0.5333
55.3,0.95177
55.316,1.8904
55.35,3.7282
55.417,7.2515
55.5,11.363
55.612,16.467
55.724,21.107
55.837,25.327
55.979,30.132
56,30.804
56.06,32.818
56.121,34.859
56.196,37.309
56.271,39.611
56.373,42.513
56.5,45.792
56.694,50.213
56.889,53.99
57,55.891
57.062,56.601
57.124,57.086
57.2,57.59
57.276,58.069
57.374,58.663
57.5,59.38
57.827,61
58,61.735
58.099,61.769
58.197,61.629
58.296,61.49
58.395,61.389
58.5,61.307
58.764,61.18
59,61.151
59.039,60.865
59.079,60.345
59.141,59.408
59.202,58.469
59.264,57.592
59.353,56.414
59.5,54.69
59.716,52.538
60,50.299
60.038,49.772
60.077,49.027
60.124,48.007
60.171,46.99
60.219,46.018
60.292,44.589
60.5,41.033
60.708,38.08
60.915,35.63
61,34.759
61.092,33.722
61.185,32.68
61.277,31.707
61.369,30.818
61.5,29.68
61.722,28.02
61.945,26.661
62,26.364
62.046,26.009
62.092,25.572
62.158,24.924
62.224,24.3
62.289,23.715
62.405,22.775
62.5,22.065
62.68,20.872
62.946,19.41
63,19.158
63.022,18.964
63.044,18.676
63.078,18.135
63.112,17.549
63.146,16.963
63.181,16.393
63.234,15.534
63.373,13.474
63.5,11.784
63.656,9.9496
63.811,8.3402
63.967,6.9268
64,6.6498
64.015,6.5545
64.031,6.4947
64.058,6.4432
64.08,6.434
64.103,6.4363
64.126,6.4427
64.158,6.454
64.211,6.4731
64.293,6.5011
64.415,6.5371
64.5,6.5578
64.792,6.6076
65,6.6248
65.016,6.6569
65.031,6.7241
65.06,6.8997
65.083,7.0767
65.107,7.2615
65.131,7.4466
65.166,7.7199
65.227,8.1674
65.33,8.8786
65.5,9.9241
65.777,11.332
66,12.237
66.049,12.345
66.099,12.398
66.163,12.44
66.228,12.476
66.293,12.512
66.413,12.575
66.5,12.616
66.742,12.714
67,12.795
67.029,12.742
67.059,12.633
67.102,12.429
67.146,12.211
67.19,11.998
67.245,11.74
67.358,11.253
67.5,10.699
67.71,9.9883
67.964,9.2758
68,9.1877
68.119,8.9102
68.5,8.1718
68.805,7.7184
69,7.4808
69.037,7.4828
69.073,7.5218
69.12,7.5912
69.166,7.6647
69.212,7.7347
69.283,7.8346
69.5,8.1012
69.767,8.3611
70,8.5362
70.013,8.5842
70.027,8.6778
70.049,8.902
70.071,9.1769
70.093,9.4727
70.116,9.7739
70.144,10.162
70.187,10.727
70.253,11.561
70.359,12.799
70.5,14.293
70.729,16.374
70.958,18.088
71,18.361
71.117,19.086
71.5,21.05
71.809,22.239
72,22.832
72.031,22.789
72.062,22.626
72.103,22.328
72.144,22.003
72.185,21.687
72.239,21.292
72.348,20.55
72.5,19.629
72.722,18.48
72.944,17.535
73,17.328
73.024,17.157
73.048,16.901
73.085,16.421
73.123,15.906
73.16,15.397
73.197,14.904
73.26,14.116
73.453,11.926
73.5,11.45
73.603,10.468
73.805,8.7547
74,7.3593
74.022,7.1835
74.043,6.9729
74.077,6.6066
74.111,6.2256
74.145,5.8484
74.179,5.481
74.228,4.9606
74.354,3.733
74.481,2.6264
74.5,2.4658
74.554,2.0307
74.662,1.2227
74.735,0.71152
74.789,0.3583
74.826,0.12029
74.845,5.50E-12
74.845,-1.33E-13
74.85,-0.031271
74.855,-0.062416
74.86,-0.093437
74.865,-0.12437
74.877,-0.19365
74.898,-0.32161
74.938,-0.55366
75,-0.90224
75.004,-0.91834
75.008,-0.92821
75.012,-0.93199
75.02,-0.91992
75.029,-0.88859
75.037,-0.84262
75.045,-0.78566
75.053,-0.72052
75.061,-0.64928
75.069,-0.57354
75.078,-0.49453
75.086,-0.41317
75.094,-0.33016
75.102,-0.24604
75.11,-0.16123
75.118,-0.076035
75.126,-2.24E-14
75.126,9.51E-12
75.131,0.054839
75.136,0.1096
75.143,0.18074
75.15,0.25172
75.167,0.43483
75.193,0.69878
75.227,1.0378
75.274,1.4912
75.35,2.1821
75.5,3.4237
75.65,4.5112
75.8,5.4632
75.95,6.2967
76,6.5515
76.016,6.6658
76.033,6.8166
76.063,7.148
76.087,7.4477
76.112,7.7517
76.137,8.0529
76.175,8.5105
76.244,9.3042
76.377,10.704
76.5,11.859
76.7,13.506
76.9,14.895
77,15.505
77.035,15.787
77.07,16.133
77.119,16.639
77.167,17.143
77.216,17.626
77.289,18.324
77.5,20.097
77.711,21.587
77.921,22.841
78,23.256
78.023,23.25
78.047,23.117
78.082,22.799
78.116,22.42
78.151,22.035
78.186,21.661
78.244,21.069
78.412,19.5
78.5,18.765
78.67,17.493
78.914,15.966
79,15.507
79.026,15.296
79.053,15.015
79.094,14.521
79.135,14.007
79.176,13.506
79.216,13.023
79.293,12.165
79.45,10.567
79.5,10.105
79.611,9.1412
79.811,7.6118
80,6.38
80.011,6.3536
80.021,6.373
80.036,6.4596
80.052,6.5937
80.067,6.7558
80.082,6.9331
80.1,7.1631
80.124,7.4689
80.156,7.8622
80.196,8.3579
80.25,9.0027
80.332,9.9206
80.5,11.627
80.733,13.625
80.967,15.262
81,15.47
81.038,15.793
81.077,16.186
81.135,16.805
81.192,17.413
81.25,17.989
81.335,18.785
81.5,20.178
81.713,21.722
81.926,23.018
82,23.418
82.045,23.769
82.091,24.201
82.155,24.844
82.22,25.466
82.285,26.051
82.401,27.021
82.5,27.78
82.699,29.138
83,30.844
83.046,31.248
83.092,31.782
83.154,32.545
83.216,33.286
83.278,33.985
83.387,35.136
83.5,36.218
83.707,37.981
84,40.048
84.045,40.089
84.09,39.944
84.15,39.662
84.211,39.375
84.271,39.112
84.37,38.721
84.5,38.269
84.729,37.6
85,36.994
85.067,36.661
85.135,36.213
85.202,35.757
85.27,35.334
85.369,34.768
85.5,34.094
85.728,33.103
86,32.172
86.059,31.827
86.119,31.378
86.19,30.825
86.262,30.305
86.35,29.72
86.5,28.821
86.731,27.655
87,26.571
87.269,25.73
87.5,25.164
87.805,24.581
88,24.295
88.326,23.92
88.5,23.77
88.863,23.532
89,23.466
89.032,23.346
89.065,23.132
89.112,22.763
89.158,22.379
89.205,22.009
89.27,21.525
89.431,20.431
89.5,20.009
89.658,19.128
89.955,17.755
90,17.579
90.035,17.364
90.071,17.083
90.119,16.665
90.168,16.246
90.216,15.845
90.288,15.286
90.5,13.804
90.712,12.564
90.925,11.525
91,11.2
91.042,11.08
91.084,11.007
91.147,10.929
91.21,10.862
91.272,10.796
91.369,10.697
91.5,10.574
91.776,10.344
92,10.185
92.431,9.9288
92.5,9.8934
92.759,9.7709
93,9.6684
93.026,9.7062
93.051,9.7908
93.094,9.9789
93.137,10.187
93.18,10.391
93.223,10.587
93.305,10.94
93.5,11.685
93.695,12.313
93.935,12.949
94,13.098
94.025,13.225
94.051,13.42
94.085,13.74
94.12,14.081
94.155,14.419
94.199,14.838
94.275,15.519
94.5,17.304
94.725,18.78
94.95,20.001
95,20.24
95.018,20.219
95.035,20.086
95.062,19.756
95.088,19.345
95.115,18.909
95.141,18.472
95.178,17.881
95.238,16.944
95.346,15.384
95.5,13.375
95.682,11.316
95.865,9.5503
96,8.4045
96.033,8.1113
96.065,7.793
96.112,7.3333
96.158,6.8814
96.204,6.4461
96.267,5.8803
96.423,4.601
96.5,4.0285
96.607,3.2888
96.742,2.4378
96.854,1.7973
96.966,1.2109
97,1.0459
97.01,1.0033
97.019,0.96662
97.034,0.92085
97.048,0.8824
97.062,0.84861
97.077,0.81774
97.091,0.78872
97.111,0.7508
97.136,0.7034
97.167,0.64838
97.198,0.59483
97.24,0.52271
97.301,0.4221
97.386,0.28804
97.471,0.16051
97.5,0.11858
97.556,0.038589
97.584,1.24E-12
97.584,-7.26E-15
97.595,-0.014282
97.605,-0.028483
97.618,-0.045986
97.631,-0.063402
97.654,-0.093765
97.696,-0.14794
97.77,-0.24184
97.955,-0.46207
98,-0.51243
98.003,-0.51262
98.005,-0.50901
98.009,-0.49956
98.015,-0.46878
98.02,-0.43307
98.024,-0.38931
98.029,-0.33876
98.034,-0.2825
98.039,-0.22142
98.044,-0.1563
98.048,-0.10343
98.051,-0.048802
98.055,-5.57E-14
98.055,1.36E-11
98.056,0.020048
98.057,0.040247
98.059,0.060587
98.06,0.081024
98.063,0.11879
98.067,0.1934
98.08,0.39515
98.092,0.6024
98.105,0.81261
98.117,1.024
98.133,1.2875
98.153,1.6372
98.181,2.0973
98.218,2.7004
98.272,3.5275
98.36,4.8243
98.5,6.6866
98.64,8.3356
98.78,9.7958
98.92,11.089
99,11.759
99.029,12.056
99.059,12.402
99.104,12.96
99.148,13.519
99.193,14.059
99.253,14.748
99.39,16.205
99.5,17.256
99.679,18.771
99.913,20.453
100,20.994
100.08,21.319
100.16,21.548
100.23,21.749
100.31,21.942
100.43,22.221
100.5,22.367
100.74,22.835
101,23.259
101.04,23.212
101.09,23.079
101.15,22.837
101.21,22.595
101.28,22.37
101.38,22.041
101.5,21.692
101.72,21.14
102,20.588
102.07,20.36
102.14,20.075
102.21,19.791
102.28,19.526
102.39,19.159
102.5,18.813
102.72,18.227
103,17.612
103.04,17.434
103.08,17.177
103.14,16.777
103.2,16.383
103.26,16.011
103.34,15.499
103.5,14.655
103.7,13.717
103.91,12.927
104,12.603
104.02,12.471
104.04,12.272
104.07,11.899
104.1,11.489
104.13,11.075
104.16,10.668
104.21,10.097
104.3,9.031
104.5,6.8543
104.64,5.5494
104.78,4.3877
104.92,3.3522
105,2.8261
105.02,2.7047
105.03,2.5717
105.06,2.3577
105.09,2.1371
105.11,1.9166
105.14,1.6991
105.17,1.4313
105.22,1.0405
105.3,0.40325
105.34,0.089567
105.36,7.40E-15
105.36,-6.43E-12
105.36,-0.0335
105.37,-0.066875
105.37,-0.10012
105.37,-0.13329
105.39,-0.20929
105.41,-0.35093
105.45,-0.60946
105.5,-0.96399
105.62,-1.6658
105.73,-2.3073
105.85,-2.894
106,-3.588
106.01,-3.601
106.01,-3.5901
106.02,-3.5433
106.04,-3.437
106.05,-3.2964
106.06,-3.1346
106.08,-2.9602
106.09,-2.7788
106.11,-2.5549
106.13,-2.2804
106.15,-2.0066
106.17,-1.666
106.2,-1.2551
106.23,-0.85407
106.27,-0.33637
106.3,-1.12E-11
106.3,9.07E-15
106.3,0.034319
106.3,0.068554
106.31,0.11021
106.31,0.15177
106.32,0.24425
106.33,0.43352
106.36,0.78944
106.43,1.535
106.5,2.2925
106.61,3.3447
106.71,4.3029
106.84,5.3481
106.97,6.2815
107,6.4851
107.02,6.6471
107.04,6.8398
107.07,7.1962
107.11,7.5691
107.14,7.9394
107.17,8.3004
107.23,8.8667
107.36,10.174
107.5,11.386
107.69,12.805
107.88,14.014
108,14.702
108.03,14.962
108.07,15.285
108.12,15.757
108.16,16.227
108.21,16.68
108.28,17.324
108.5,19.078
108.72,20.542
108.93,21.768
109,22.093
109.17,22.879
109.5,24.12
109.83,25.088
110,25.506
110.08,25.813
110.16,26.181
110.24,26.543
110.32,26.878
110.45,27.4
110.5,27.57
110.67,28.138
111,29.069
111.05,29.052
111.1,28.93
111.17,28.729
111.24,28.535
111.31,28.359
111.44,28.046
111.5,27.931
111.68,27.608
112,27.144
112.05,26.963
112.1,26.691
112.16,26.279
112.23,25.88
112.3,25.51
112.42,24.896
112.5,24.515
112.69,23.749
113,22.725
113.03,22.509
113.06,22.178
113.1,21.67
113.14,21.144
113.18,20.633
113.24,19.993
113.34,18.782
113.5,17.218
113.69,15.533
113.89,14.107
114,13.393
114.02,13.181
114.05,12.906
114.09,12.409
114.13,11.889
114.16,11.379
114.2,10.886
114.27,10.098
114.44,8.1825
114.5,7.5956
114.6,6.6239
114.77,5.252
114.93,4.0513
115,3.5869
115,3.5471
115.01,3.4844
115.01,3.3728
115.02,3.1143
115.02,2.849
115.03,2.545
115.04,2.21
115.04,1.8501
115.05,1.4702
115.06,1.0745
115.06,0.66618
115.07,0.38184
115.07,0.16853
115.07,8.70E-13
115.07,-1.27E-10
115.07,-0.047542
115.07,-0.095158
115.07,-0.16486
115.07,-0.25955
115.08,-0.45314
115.08,-0.91117
115.1,-1.816
115.11,-2.728
115.12,-3.6415
115.14,-4.8393
115.16,-6.446
115.19,-8.5748
115.23,-11.424
115.29,-15.501
115.41,-22.728
115.5,-27.66
115.63,-34.351
115.76,-40.361
115.92,-46.863
116,-49.864
116.08,-52.834
116.16,-55.779
116.25,-59.149
116.34,-62.27
116.5,-66.926
116.74,-73.102
117,-78.7
117.26,-83.324
117.5,-86.87
117.57,-87.843
117.57,-87.843
117.74,-89.785
117.9,-91.552
118,-92.531
118.16,-94.096
118.5,-96.929
119,-100.39
119.5,-103.17
120,-105.49
120.5,-107.51
121,-109.31
121.5,-110.97
122,-112.51
122.5,-113.96
123,-115.33
123.5,-116.64
124,-117.89
124.04,-117.48
124.08,-116.67
124.13,-115.33
124.18,-113.97
124.23,-112.68
124.31,-110.82
124.5,-106.93
124.75,-102.78
125,-99.414
125.02,-98.668
125.05,-97.456
125.08,-95.474
125.11,-93.33
125.14,-91.183
125.18,-88.612
125.24,-84.705
125.37,-77.199
125.5,-70.547
125.68,-62.248
125.86,-55.16
126,-50.526
126.14,-46.407
126.31,-41.742
126.5,-37.53
126.69,-33.94
126.87,-30.877
127,-29.056
127.18,-26.82
127.4,-24.467
127.5,-23.492
127.67,-22.038
127.92,-20.302
128,-19.804
128.17,-18.855
128.45,-17.523
128.5,-17.325
128.65,-16.764
129,-15.625
129.35,-14.738
129.5,-14.433
129.74,-13.99
130,-13.574
130.39,-13.058
130.5,-12.924
130.78,-12.625
131,-12.416
131.5,-11.994
132,-11.635
132.5,-11.317
133,-11.028
133.5,-10.759
134,-10.504
134.5,-10.26
135,-10.025
135.5,-9.797
136,-9.5754
136.5,-9.3596
137,-9.149
137.5,-8.9434
138,-8.7424
138.5,-8.546
139,-8.354
139.5,-8.1663
140,-7.9826
140.5,-7.8031
141,-7.6275
141.5,-7.4557
142,-7.2878
142.5,-7.1235
143,-6.9629
143.5,-6.8058
144,-6.6522
144.5,-6.502
145,-6.3551
145.5,-6.2114
146,-6.071
146.5,-5.9337
147,-5.7994
147.5,-5.6681
148,-5.5397
148.5,-5.4142
149,-5.2915
149.5,-5.1715
150,-5.0542
150.5,-4.9395
151,-4.8274
151.5,-4.7178
152,-4.6106
152.5,-4.5059
153,-4.4035
153.5,-4.3034
154,-4.2055
154.5,-4.1098
155,-4.0163
155.5,-3.9249
156,-3.8356
156.5,-3.7482
157,-3.6628
157.5,-3.5794
158,-3.4978
158.5,-3.4181
159,-3.3402
159.5,-3.264
160,-3.1895
160.5,-3.1168
161,-3.0456
161.5,-2.9761
162,-2.9082
162.5,-2.8418
163,-2.7769
163,-2.7636
163.01,-2.7328
163.01,-2.6683
163.02,-2.4789
163.02,-2.2724
163.03,-2.0255
163.03,-1.7449
163.04,-1.436
163.04,-1.1034
163.05,-0.75126
163.05,-0.48095
163.05,-0.2511
163.05,-0.072629
163.06,-3.19E-13
163.06,1.39E-10
163.06,0.042872
163.06,0.085872
163.06,0.129
163.06,0.18541
163.06,0.31713
163.06,0.6022
163.07,1.2224
163.08,1.8567
163.09,2.5009
163.1,3.3476
163.11,4.4337
163.12,5.7747
163.14,7.4129
163.17,9.4521
163.2,12.086
163.24,15.671
163.31,21.014
163.47,31.972
163.5,33.723
163.58,38.658
163.75,47.852
163.91,55.848
164,59.591
164.15,65.384
164.35,72.379
164.35,72.379
164.43,74.676
164.5,76.548
164.57,78.323
164.64,80.033
164.78,83.317
165,87.917
165.4,94.409
165.5,95.767
165.71,98.29
166,101.17
166.41,104.45
166.5,105.06
166.75,106.62
167,107.94
167.5,110.23
168,112.11
168.5,113.73
169,115.19
169.05,114.77
169.09,113.95
169.16,112.61
169.22,111.3
169.29,110.09
169.4,108.21
169.5,106.64
169.71,103.91
170,100.88
170.09,99.618
170.19,98.203
170.28,96.874
170.37,95.679
170.5,94.222
170.75,91.809
171,89.999
171.06,89.162
171.11,88.016
171.18,86.563
171.25,85.19
171.32,83.919
171.48,81.222
171.5,80.971
171.59,79.725
171.86,76.332
172,74.971
172.04,74.188
172.08,73.071
172.13,71.58
172.17,70.096
172.22,68.677
172.29,66.559
172.5,61.388
172.71,57.082
172.91,53.444
173,52.153
173.02,51.56
173.05,50.71
173.08,49.276
173.11,47.742
173.14,46.211
173.18,44.717
173.23,42.341
173.37,36.832
173.5,31.958
173.63,27.614
173.77,23.741
173.9,20.286
174,18.032
174.06,16.754
174.13,15.607
174.19,14.536
174.25,13.519
174.33,12.3
174.48,10.222
174.5,10
174.58,8.9961
174.78,6.7948
174.92,5.4571
175,4.7188
175.02,4.6031
175.03,4.5139
175.06,4.4114
175.08,4.3323
175.11,4.2637
175.13,4.1994
175.16,4.1166
175.21,3.9929
175.29,3.8062
175.41,3.5431
175.5,3.3648
175.68,3.0233
175.94,2.5751
176,2.4765
176.01,2.481
176.01,2.5045
176.02,2.5581
176.03,2.6749
176.04,2.8243
176.06,2.9947
176.07,3.1783
176.08,3.3699
176.1,3.6271
176.12,3.9634
176.14,4.3771
176.17,4.8793
176.21,5.5146
176.27,6.3843
176.37,7.7461
176.5,9.4848
176.67,11.44
176.85,13.116
177,14.396
177.05,14.716
177.1,14.969
177.17,15.261
177.24,15.533
177.31,15.791
177.44,16.253
177.5,16.437
177.86,17.4
178,17.682
178.24,18.093
178.5,18.455
178.88,18.841
179,18.934
179.04,19.075
179.09,19.302
179.15,19.651
179.21,19.996
179.27,20.32
179.37,20.81
179.5,21.418
179.72,22.282
180,23.158
180.02,23.305
180.03,23.569
180.06,24.24
180.09,25.036
180.12,25.864
180.15,26.686
180.19,27.755
180.25,29.535
180.4,33.179
180.5,35.289
180.69,39.05
180.93,42.886
181,43.878
181.02,43.87
181.03,43.605
181.06,42.793
181.08,41.932
181.1,41.012
181.13,40.082
181.16,38.759
181.21,36.721
181.28,33.761
181.4,29.636
181.5,26.458
181.67,21.674
181.83,17.521
181.97,14.503
182,13.862
182.01,13.631
182.02,13.323
182.03,12.775
182.04,11.977
182.06,11.092
182.07,10.162
182.09,9.2083
182.1,8.2466
182.12,7.031
182.14,5.5424
182.17,4.0745
182.19,2.6315
182.22,0.79927
182.23,1.08E-10
182.23,-6.90E-13
182.24,-0.095253
182.24,-0.19038
182.24,-0.33814
182.24,-0.53493
182.25,-0.94155
182.27,-1.871
182.3,-3.6934
182.36,-7.1966
182.48,-13.001
182.5,-14.182
182.57,-17.347
182.71,-23.46
182.86,-28.892
183,-33.763
183.02,-34.185
183.04,-34.409
183.07,-34.525
183.1,-34.503
183.12,-34.436
183.15,-34.358
183.2,-34.247
183.27,-34.058
183.42,-33.739
183.5,-33.603
183.85,-33.167
184,-33.068
184.01,-33.212
184.03,-33.534
184.05,-34.326
184.07,-35.318
184.09,-36.396
184.11,-37.501
184.14,-38.929
184.18,-40.979
184.24,-43.954
184.34,-48.254
184.5,-55.017
184.76,-63.98
185,-70.956
185.03,-71.221
185.05,-71.083
185.09,-70.581
185.12,-69.939
185.16,-69.285
185.2,-68.512
185.28,-67.284
185.5,-64.068
185.79,-60.829
186,-58.996
186.03,-58.487
186.05,-57.688
186.09,-56.338
186.13,-54.908
186.17,-53.501
186.21,-51.862
186.29,-49.194
186.5,-42.83
186.71,-37.565
186.92,-33.216
187,-31.815
